Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Training Stress Score®,Steps,Total Reps,Total Sets,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2026-02-02 07:10:21,false,Treadmill Running,7.25,453,00:35:00,141,151,2.3,158,170,4:50,4:52,--,--,1.23,0,"5,526",--,--,21,No,00:35:00,1,24,00:34:53,00:35:00,--,--
